Rows,Id,Unknown1,ModTypeKey,Level,Stat1 (Stats.dat Row),Stat2 (Stats.dat Row),Stat3 (Stats.dat Row),Stat4 (Stats.dat Row),Domain,Name,GenerationType,CorrectGroup,Stat1Min,Stat1Max,Stat2Min,Stat2Max,Stat3Min,Stat3Max,Stat4Min,Stat4Max,SpawnWeightTagsKeys,SpawnWeightValues,BuffDefinitionsKey,BuffValue,TagsKeys,GrantedEffectsPerLevelKey,Data3,Data4,MonsterMetadata,Unknown2,Unknown3,Unknown4,Stat5Min,Stat5Max,StatsKey5,Keys0,AchievementItemsKey,GenerationWeight_TagsKeys,GenerationWeight_Values,Data5,IsEssenceOnlyModifier,UnknownMapMin,UnknownMapMax,Unknown5,Unknown6
7568,EnchantmentExplosiveArrowDamage2,23699,2286,75,4069,-1,-1,-1,1,,10,SkillEnchantment,40,40,0,0,0,0,0,0,"[25, 0]","[100, 0]",-1,0,[],-1,[],[],,[],[],-1,0,0,-1,[],-1,[],[],[],False,0,0,-1,234
7569,EnchantmentFireNovaMineDamage1,48167,2288,66,4052,-1,-1,-1,1,,10,SkillEnchantment,25,25,0,0,0,0,0,0,"[25, 0]","[100, 0]",-1,0,[],-1,[],[],,[],[],-1,0,0,-1,[],-1,[],[],[],False,0,0,-1,234
7570,EnchantmentFireNovaMineDamage2,8698,2288,75,4052,-1,-1,-1,1,,10,SkillEnchantment,40,40,0,0,0,0,0,0,"[25, 0]","[100, 0]",-1,0,[],-1,[],[],,[],[],-1,0,0,-1,[],-1,[],[],[],False,0,0,-1,234
7571,EnchantmentFireStormDamage1,37940,2289,66,4053,-1,-1,-1,1,,10,SkillEnchantment,25,25,0,0,0,0,0,0,"[25, 0]","[100, 0]",-1,0,[],-1,[],[],,[],[],-1,0,0,-1,[],-1,[],[],[],False,0,0,-1,234
7572,EnchantmentFireStormDamage2,52128,2289,75,4053,-1,-1,-1,1,,10,SkillEnchantment,40,40,0,0,0,0,0,0,"[25, 0]","[100, 0]",-1,0,[],-1,[],[],,[],[],-1,0,0,-1,[],-1,[],[],[],False,0,0,-1,234
7573,EnchantmentFireTrapDamage1,12724,2290,66,4022,-1,-1,-1,1,,10,SkillEnchantment,25,25,0,0,0,0,0,0,"[25, 0]","[100, 0]",-1,0,[],-1,[],[],,[],[],-1,0,0,-1,[],3007,[],[],[],False,0,0,-1,234
7574,EnchantmentFireTrapDamage2,26688,2290,75,4022,-1,-1,-1,1,,10,SkillEnchantment,40,40,0,0,0,0,0,0,"[25, 0]","[100, 0]",-1,0,[],-1,[],[],,[],[],-1,0,0,-1,[],3007,[],[],[],False,0,0,-1,234
7575,EnchantmentFireballDamage1,13918,2291,66,4023,-1,-1,-1,1,,10,SkillEnchantment,25,25,0,0,0,0,0,0,"[25, 0]","[100, 0]",-1,0,[],-1,[],[],,[],[],-1,0,0,-1,[],-1,[],[],[],False,0,0,-1,234
7576,EnchantmentFireballDamage2_,19322,2291,75,4023,-1,-1,-1,1,,10,SkillEnchantment,40,40,0,0,0,0,0,0,"[25, 0]","[100, 0]",-1,0,[],-1,[],[],,[],[],-1,0,0,-1,[],-1,[],[],[],False,0,0,-1,234
7577,EnchantmentFireBeamDamage1,14319,2292,66,4118,-1,-1,-1,1,,10,SkillEnchantment,25,25,0,0,0,0,0,0,"[25, 0]","[100, 0]",-1,0,[],-1,[],[],,[],[],-1,0,0,-1,[],-1,[],[],[],False,0,0,-1,234
7578,EnchantmentFireBeamDamage2,35698,2292,75,4118,-1,-1,-1,1,,10,SkillEnchantment,40,40,0,0,0,0,0,0,"[25, 0]","[100, 0]",-1,0,[],-1,[],[],,[],[],-1,0,0,-1,[],-1,[],[],[],False,0,0,-1,234
7579,EnchantmentFlameDashDamage1,5092,2293,66,4091,-1,-1,-1,1,,10,SkillEnchantment,25,25,0,0,0,0,0,0,"[25, 0]","[100, 0]",-1,0,[],-1,[],[],,[],[],-1,0,0,-1,[],-1,[],[],[],False,0,0,-1,234
7580,EnchantmentFlameDashDamage2,24695,2293,75,4091,-1,-1,-1,1,,10,SkillEnchantment,40,40,0,0,0,0,0,0,"[25, 0]","[100, 0]",-1,0,[],-1,[],[],,[],[],-1,0,0,-1,[],-1,[],[],[],False,0,0,-1,234
7581,EnchantmentFlameSurgeDamage1,22700,2294,66,4054,-1,-1,-1,1,,10,SkillEnchantment,25,25,0,0,0,0,0,0,"[25, 0]","[100, 0]",-1,0,[],-1,[],[],,[],[],-1,0,0,-1,[],-1,[],[],[],False,0,0,-1,234
7582,EnchantmentFlameSurgeDamage2,54998,2294,75,4054,-1,-1,-1,1,,10,SkillEnchantment,40,40,0,0,0,0,0,0,"[25, 0]","[100, 0]",-1,0,[],-1,[],[],,[],[],-1,0,0,-1,[],-1,[],[],[],False,0,0,-1,234
7583,EnchantmentFlameTotemDamage1,30314,2295,66,4083,-1,-1,-1,1,,10,SkillEnchantment,25,25,0,0,0,0,0,0,"[25, 0]","[100, 0]",-1,0,[],-1,[],[],,[],[],-1,0,0,-1,[],3008,[],[],[],False,0,0,-1,234
7584,EnchantmentFlameTotemDamage2,59905,2295,75,4083,-1,-1,-1,1,,10,SkillEnchantment,40,40,0,0,0,0,0,0,"[25, 0]","[100, 0]",-1,0,[],-1,[],[],,[],[],-1,0,0,-1,[],3008,[],[],[],False,0,0,-1,234
7585,EnchantmentFlameblastDamage1,26584,2296,66,4070,-1,-1,-1,1,,10,SkillEnchantment,25,25,0,0,0,0,0,0,"[25, 0]","[100, 0]",-1,0,[],-1,[],[],,[],[],-1,0,0,-1,[],-1,[],[],[],False,0,0,-1,234
7586,EnchantmentFlameblastDamage2,20304,2296,75,4070,-1,-1,-1,1,,10,SkillEnchantment,40,40,0,0,0,0,0,0,"[25, 0]","[100, 0]",-1,0,[],-1,[],[],,[],[],-1,0,0,-1,[],-1,[],[],[],False,0,0,-1,234
7587,EnchantmentFlickerStrikeDamage1,11675,2297,66,4043,-1,-1,-1,1,,10,SkillEnchantment,25,25,0,0,0,0,0,0,"[25, 0]","[100, 0]",-1,0,[],-1,[],[],,[],[],-1,0,0,-1,[],3004,[],[],[],False,0,0,-1,234
7588,EnchantmentFlickerStrikeDamage2,41598,2297,75,4043,-1,-1,-1,1,,10,SkillEnchantment,40,40,0,0,0,0,0,0,"[25, 0]","[100, 0]",-1,0,[],-1,[],[],,[],[],-1,0,0,-1,[],3004,[],[],[],False,0,0,-1,234
7589,EnchantmentFreezingPulseDamage1,6889,2298,66,4024,-1,-1,-1,1,,10,SkillEnchantment,25,25,0,0,0,0,0,0,"[25, 0]","[100, 0]",-1,0,[],-1,[],[],,[],[],-1,0,0,-1,[],-1,[],[],[],False,0,0,-1,234
7590,EnchantmentFreezingPulseDamage2,30865,2298,75,4024,-1,-1,-1,1,,10,SkillEnchantment,40,40,0,0,0,0,0,0,"[25, 0]","[100, 0]",-1,0,[],-1,[],[],,[],[],-1,0,0,-1,[],-1,[],[],[],False,0,0,-1,234
7591,EnchantmentFrenzyDamage1,34662,2299,66,4063,-1,-1,-1,1,,10,SkillEnchantment,25,25,0,0,0,0,0,0,"[25, 0]","[100, 0]",-1,0,[],-1,[],[],,[],[],-1,0,0,-1,[],3004,[],[],[],False,0,0,-1,234
7592,EnchantmentFrenzyDamage2,30608,2299,75,4063,-1,-1,-1,1,,10,SkillEnchantment,40,40,0,0,0,0,0,0,"[25, 0]","[100, 0]",-1,0,[],-1,[],[],,[],[],-1,0,0,-1,[],3004,[],[],[],False,0,0,-1,234
7593,EnchantmentFrostBoltDamage1,37878,3063,66,4595,-1,-1,-1,1,,10,SkillEnchantment,25,25,0,0,0,0,0,0,"[25, 0]","[100, 0]",-1,0,[],-1,[],[],,[],[],-1,0,0,-1,[],-1,[],[],[],False,0,0,-1,234
7594,EnchantmentFrostBoltDamage2,17215,3063,75,4595,-1,-1,-1,1,,10,SkillEnchantment,40,40,0,0,0,0,0,0,"[25, 0]","[100, 0]",-1,0,[],-1,[],[],,[],[],-1,0,0,-1,[],-1,[],[],[],False,0,0,-1,234
7595,EnchantmentFrostBombDamage1,19884,2300,66,4113,-1,-1,-1,1,,10,SkillEnchantment,25,25,0,0,0,0,0,0,"[25, 0]","[100, 0]",-1,0,[],-1,[],[],,[],[],-1,0,0,-1,[],-1,[],[],[],False,0,0,-1,234
7596,EnchantmentFrostBombDamage2,60853,2300,75,4113,-1,-1,-1,1,,10,SkillEnchantment,40,40,0,0,0,0,0,0,"[25, 0]","[100, 0]",-1,0,[],-1,[],[],,[],[],-1,0,0,-1,[],-1,[],[],[],False,0,0,-1,234
7597,EnchantmentGlacialCascadeDamage1,57647,2301,66,4071,-1,-1,-1,1,,10,SkillEnchantment,25,25,0,0,0,0,0,0,"[25, 0]","[100, 0]",-1,0,[],-1,[],[],,[],[],-1,0,0,-1,[],-1,[],[],[],False,0,0,-1,234
7598,EnchantmentGlacialCascadeDamage2,61537,2301,75,4071,-1,-1,-1,1,,10,SkillEnchantment,40,40,0,0,0,0,0,0,"[25, 0]","[100, 0]",-1,0,[],-1,[],[],,[],[],-1,0,0,-1,[],-1,[],[],[],False,0,0,-1,234
7599,EnchantmentGlacialHammerDamage1,57274,2302,66,4025,-1,-1,-1,1,,10,SkillEnchantment,25,25,0,0,0,0,0,0,"[25, 0]","[100, 0]",-1,0,[],-1,[],[],,[],[],-1,0,0,-1,[],3004,[],[],[],False,0,0,-1,234
7600,EnchantmentGlacialHammerDamage2,57818,2302,75,4025,-1,-1,-1,1,,10,SkillEnchantment,40,40,0,0,0,0,0,0,"[25, 0]","[100, 0]",-1,0,[],-1,[],[],,[],[],-1,0,0,-1,[],3004,[],[],[],False,0,0,-1,234
7601,EnchantmentGroundSlamDamage1,57231,2303,66,4026,-1,-1,-1,1,,10,SkillEnchantment,25,25,0,0,0,0,0,0,"[25, 0]","[100, 0]",-1,0,[],-1,[],[],,[],[],-1,0,0,-1,[],3004,[],[],[],False,0,0,-1,234
7602,EnchantmentGroundSlamDamage2,32807,2303,75,4026,-1,-1,-1,1,,10,SkillEnchantment,40,40,0,0,0,0,0,0,"[25, 0]","[100, 0]",-1,0,[],-1,[],[],,[],[],-1,0,0,-1,[],3004,[],[],[],False,0,0,-1,234
7603,EnchantmentHeavyStrikeDamage1,31902,2304,66,4027,-1,-1,-1,1,,10,SkillEnchantment,25,25,0,0,0,0,0,0,"[25, 0]","[100, 0]",-1,0,[],-1,[],[],,[],[],-1,0,0,-1,[],3004,[],[],[],False,0,0,-1,234
7604,EnchantmentHeavyStrikeDamage2,34427,2304,75,4027,-1,-1,-1,1,,10,SkillEnchantment,40,40,0,0,0,0,0,0,"[25, 0]","[100, 0]",-1,0,[],-1,[],[],,[],[],-1,0,0,-1,[],3004,[],[],[],False,0,0,-1,234
7605,EnchantmentHeraldOfAshDamage1,42540,2305,66,4093,-1,-1,-1,1,,10,SkillEnchantment,25,25,0,0,0,0,0,0,"[25, 0]","[100, 0]",-1,0,[],-1,[],[],,[],[],-1,0,0,-1,[],-1,[],[],[],False,0,0,-1,234
7606,EnchantmentHeraldOfAshDamage2,62054,2305,75,4093,-1,-1,-1,1,,10,SkillEnchantment,40,40,0,0,0,0,0,0,"[25, 0]","[100, 0]",-1,0,[],-1,[],[],,[],[],-1,0,0,-1,[],-1,[],[],[],False,0,0,-1,234
7607,EnchantmentHeraldOfIceDamage1_,15608,2306,66,4094,-1,-1,-1,1,,10,SkillEnchantment,25,25,0,0,0,0,0,0,"[25, 0]","[100, 0]",-1,0,[],-1,[],[],,[],[],-1,0,0,-1,[],-1,[],[],[],False,0,0,-1,234
7608,EnchantmentHeraldOfIceDamage2,29906,2306,75,4094,-1,-1,-1,1,,10,SkillEnchantment,40,40,0,0,0,0,0,0,"[25, 0]","[100, 0]",-1,0,[],-1,[],[],,[],[],-1,0,0,-1,[],-1,[],[],[],False,0,0,-1,234
7609,EnchantmentHeraldOfThunderDamage1,55380,2307,66,4095,-1,-1,-1,1,,10,SkillEnchantment,25,25,0,0,0,0,0,0,"[25, 0]","[100, 0]",-1,0,[],-1,[],[],,[],[],-1,0,0,-1,[],-1,[],[],[],False,0,0,-1,234
7610,EnchantmentHeraldOfThunderDamage2_,42877,2307,75,4095,-1,-1,-1,1,,10,SkillEnchantment,40,40,0,0,0,0,0,0,"[25, 0]","[100, 0]",-1,0,[],-1,[],[],,[],[],-1,0,0,-1,[],-1,[],[],[],False,0,0,-1,234
7611,EnchantmentIceCrashDamage1,5288,2308,66,4072,-1,-1,-1,1,,10,SkillEnchantment,25,25,0,0,0,0,0,0,"[25, 0]","[100, 0]",-1,0,[],-1,[],[],,[],[],-1,0,0,-1,[],3004,[],[],[],False,0,0,-1,234
7612,EnchantmentIceCrashDamage2,52287,2308,75,4072,-1,-1,-1,1,,10,SkillEnchantment,40,40,0,0,0,0,0,0,"[25, 0]","[100, 0]",-1,0,[],-1,[],[],,[],[],-1,0,0,-1,[],3004,[],[],[],False,0,0,-1,234
7613,EnchantmentIceNovaDamage1,24299,2309,66,4055,-1,-1,-1,1,,10,SkillEnchantment,25,25,0,0,0,0,0,0,"[25, 0]","[100, 0]",-1,0,[],-1,[],[],,[],[],-1,0,0,-1,[],-1,[],[],[],False,0,0,-1,234
7614,EnchantmentIceNovaDamage2,31317,2309,75,4055,-1,-1,-1,1,,10,SkillEnchantment,40,40,0,0,0,0,0,0,"[25, 0]","[100, 0]",-1,0,[],-1,[],[],,[],[],-1,0,0,-1,[],-1,[],[],[],False,0,0,-1,234
7615,EnchantmentIceShotDamage1,54206,2310,66,4039,-1,-1,-1,1,,10,SkillEnchantment,25,25,0,0,0,0,0,0,"[25, 0]","[100, 0]",-1,0,[],-1,[],[],,[],[],-1,0,0,-1,[],-1,[],[],[],False,0,0,-1,234
7616,EnchantmentIceShotDamage2,10574,2310,75,4039,-1,-1,-1,1,,10,SkillEnchantment,40,40,0,0,0,0,0,0,"[25, 0]","[100, 0]",-1,0,[],-1,[],[],,[],[],-1,0,0,-1,[],-1,[],[],[],False,0,0,-1,234
7617,EnchantmentIceSpearDamage1,6411,2311,66,4056,-1,-1,-1,1,,10,SkillEnchantment,25,25,0,0,0,0,0,0,"[25, 0]","[100, 0]",-1,0,[],-1,[],[],,[],[],-1,0,0,-1,[],-1,[],[],[],False,0,0,-1,234
7618,EnchantmentIceSpearDamage2,8476,2311,75,4056,-1,-1,-1,1,,10,SkillEnchantment,40,40,0,0,0,0,0,0,"[25, 0]","[100, 0]",-1,0,[],-1,[],[],,[],[],-1,0,0,-1,[],-1,[],[],[],False,0,0,-1,234
7619,EnchantmentIceTrapDamage1,48632,2312,66,4110,-1,-1,-1,1,,10,SkillEnchantment,25,25,0,0,0,0,0,0,"[25, 0]","[100, 0]",-1,0,[],-1,[],[],,[],[],-1,0,0,-1,[],3007,[],[],[],False,0,0,-1,234
7620,EnchantmentIceTrapDamage2,22394,2312,75,4110,-1,-1,-1,1,,10,SkillEnchantment,40,40,0,0,0,0,0,0,"[25, 0]","[100, 0]",-1,0,[],-1,[],[],,[],[],-1,0,0,-1,[],3007,[],[],[],False,0,0,-1,234
7621,EnchantmentIncinerateDamage1,57726,2313,66,4057,-1,-1,-1,1,,10,SkillEnchantment,25,25,0,0,0,0,0,0,"[25, 0]","[100, 0]",-1,0,[],-1,[],[],,[],[],-1,0,0,-1,[],-1,[],[],[],False,0,0,-1,234
7622,EnchantmentIncinerateDamage2,1621,2313,75,4057,-1,-1,-1,1,,10,SkillEnchantment,40,40,0,0,0,0,0,0,"[25, 0]","[100, 0]",-1,0,[],-1,[],[],,[],[],-1,0,0,-1,[],-1,[],[],[],False,0,0,-1,234
7623,EnchantmentInfernalBlowDamage1,49097,2314,66,4028,-1,-1,-1,1,,10,SkillEnchantment,25,25,0,0,0,0,0,0,"[25, 0]","[100, 0]",-1,0,[],-1,[],[],,[],[],-1,0,0,-1,[],3004,[],[],[],False,0,0,-1,234
7624,EnchantmentInfernalBlowDamage2,58296,2314,75,4028,-1,-1,-1,1,,10,SkillEnchantment,40,40,0,0,0,0,0,0,"[25, 0]","[100, 0]",-1,0,[],-1,[],[],,[],[],-1,0,0,-1,[],3004,[],[],[],False,0,0,-1,234
7625,EnchantmentKineticBlastDamage1,1164,2315,66,4073,-1,-1,-1,1,,10,SkillEnchantment,25,25,0,0,0,0,0,0,"[25, 0]","[100, 0]",-1,0,[],-1,[],[],,[],[],-1,0,0,-1,[],-1,[],[],[],False,0,0,-1,234
7626,EnchantmentKineticBlastDamage2,4754,2315,75,4073,-1,-1,-1,1,,10,SkillEnchantment,40,40,0,0,0,0,0,0,"[25, 0]","[100, 0]",-1,0,[],-1,[],[],,[],[],-1,0,0,-1,[],-1,[],[],[],False,0,0,-1,234
7627,EnchantmentLeapSlamDamage1,37302,2316,66,4044,-1,-1,-1,1,,10,SkillEnchantment,25,25,0,0,0,0,0,0,"[25, 0]","[100, 0]",-1,0,[],-1,[],[],,[],[],-1,0,0,-1,[],3004,[],[],[],False,0,0,-1,234
7628,EnchantmentLeapSlamDamage2,59200,2316,75,4044,-1,-1,-1,1,,10,SkillEnchantment,40,40,0,0,0,0,0,0,"[25, 0]","[100, 0]",-1,0,[],-1,[],[],,[],[],-1,0,0,-1,[],3004,[],[],[],False,0,0,-1,234
7629,EnchantmentLightningArrowDamage1,26657,2317,66,4045,-1,-1,-1,1,,10,SkillEnchantment,25,25,0,0,0,0,0,0,"[25, 0]","[100, 0]",-1,0,[],-1,[],[],,[],[],-1,0,0,-1,[],-1,[],[],[],False,0,0,-1,234
7630,EnchantmentLightningArrowDamage2,36118,2317,75,4045,-1,-1,-1,1,,10,SkillEnchantment,40,40,0,0,0,0,0,0,"[25, 0]","[100, 0]",-1,0,[],-1,[],[],,[],[],-1,0,0,-1,[],-1,[],[],[],False,0,0,-1,234
7631,EnchantmentLightningStrikeDamage1__,63139,2318,66,4029,-1,-1,-1,1,,10,SkillEnchantment,25,25,0,0,0,0,0,0,"[25, 0]","[100, 0]",-1,0,[],-1,[],[],,[],[],-1,0,0,-1,[],3004,[],[],[],False,0,0,-1,234
7632,EnchantmentLightningStrikeDamage2,58347,2318,75,4029,-1,-1,-1,1,,10,SkillEnchantment,40,40,0,0,0,0,0,0,"[25, 0]","[100, 0]",-1,0,[],-1,[],[],,[],[],-1,0,0,-1,[],3004,[],[],[],False,0,0,-1,234
7633,EnchantmentLightningTendrilsDamage1,36591,2319,66,4030,-1,-1,-1,1,,10,SkillEnchantment,25,25,0,0,0,0,0,0,"[25, 0]","[100, 0]",-1,0,[],-1,[],[],,[],[],-1,0,0,-1,[],-1,[],[],[],False,0,0,-1,234
7634,EnchantmentLightningTendrilsDamage2,5111,2319,75,4030,-1,-1,-1,1,,10,SkillEnchantment,40,40,0,0,0,0,0,0,"[25, 0]","[100, 0]",-1,0,[],-1,[],[],,[],[],-1,0,0,-1,[],-1,[],[],[],False,0,0,-1,234
7635,EnchantmentLightningTrapDamage1,53891,2320,66,3640,-1,-1,-1,1,,10,SkillEnchantment,25,25,0,0,0,0,0,0,"[25, 0]","[100, 0]",-1,0,[],-1,[],[],,[],[],-1,0,0,-1,[],3007,[],[],[],False,0,0,-1,234
7636,EnchantmentLightningTrapDamage2,26280,2320,75,3640,-1,-1,-1,1,,10,SkillEnchantment,40,40,0,0,0,0,0,0,"[25, 0]","[100, 0]",-1,0,[],-1,[],[],,[],[],-1,0,0,-1,[],3007,[],[],[],False,0,0,-1,234
7637,EnchantmentLightningWarpDamage1,50004,2321,66,4046,-1,-1,-1,1,,10,SkillEnchantment,25,25,0,0,0,0,0,0,"[25, 0]","[100, 0]",-1,0,[],-1,[],[],,[],[],-1,0,0,-1,[],-1,[],[],[],False,0,0,-1,234
7638,EnchantmentLightningWarpDamage2,28782,2321,75,4046,-1,-1,-1,1,,10,SkillEnchantment,40,40,0,0,0,0,0,0,"[25, 0]","[100, 0]",-1,0,[],-1,[],[],,[],[],-1,0,0,-1,[],-1,[],[],[],False,0,0,-1,234
7639,EnchantmentMagmaOrbDamage1,16151,2322,66,4031,-1,-1,-1,1,,10,SkillEnchantment,25,25,0,0,0,0,0,0,"[25, 0]","[100, 0]",-1,0,[],-1,[],[],,[],[],-1,0,0,-1,[],-1,[],[],[],False,0,0,-1,234
7640,EnchantmentMagmaOrbDamage2,60829,2322,75,4031,-1,-1,-1,1,,10,SkillEnchantment,40,40,0,0,0,0,0,0,"[25, 0]","[100, 0]",-1,0,[],-1,[],[],,[],[],-1,0,0,-1,[],-1,[],[],[],False,0,0,-1,234
7641,EnchantmentMirrorArrowDamage1,18758,2323,66,4099,-1,-1,-1,1,,10,SkillEnchantment,25,25,0,0,0,0,0,0,"[25, 0]","[100, 0]",-1,0,[],-1,[],[],,[],[],-1,0,0,-1,[],3006,[],[],[],False,0,0,-1,234
7642,EnchantmentMirrorArrowDamage2,35716,2323,75,4099,-1,-1,-1,1,,10,SkillEnchantment,40,40,0,0,0,0,0,0,"[25, 0]","[100, 0]",-1,0,[],-1,[],[],,[],[],-1,0,0,-1,[],3006,[],[],[],False,0,0,-1,234
7643,EnchantmentMoltenShellDamage1,15981,2324,66,4087,-1,-1,-1,1,,10,SkillEnchantment,25,25,0,0,0,0,0,0,"[25, 0]","[100, 0]",-1,0,[],-1,[],[],,[],[],-1,0,0,-1,[],-1,[],[],[],False,0,0,-1,234
7644,EnchantmentMoltenShellDamage2,25008,2324,75,4087,-1,-1,-1,1,,10,SkillEnchantment,40,40,0,0,0,0,0,0,"[25, 0]","[100, 0]",-1,0,[],-1,[],[],,[],[],-1,0,0,-1,[],-1,[],[],[],False,0,0,-1,234
7645,EnchantmentMoltenShellArmour1,13263,2325,66,4542,-1,-1,-1,1,,10,SkillEnchantment,100,100,0,0,0,0,0,0,"[25, 0]","[100, 0]",-1,0,[],-1,[],[],,[],[],-1,0,0,-1,[],-1,[],[],[],False,0,0,-1,234
7646,EnchantmentMoltenShellArmour2,6579,2325,75,4542,-1,-1,-1,1,,10,SkillEnchantment,150,150,0,0,0,0,0,0,"[25, 0]","[100, 0]",-1,0,[],-1,[],[],,[],[],-1,0,0,-1,[],-1,[],[],[],False,0,0,-1,234
7647,EnchantmentMoltenStrikeDamage1,2057,2326,66,4032,-1,-1,-1,1,,10,SkillEnchantment,25,25,0,0,0,0,0,0,"[25, 0]","[100, 0]",-1,0,[],-1,[],[],,[],[],-1,0,0,-1,[],3004,[],[],[],False,0,0,-1,234
7648,EnchantmentMoltenStrikeDamage2,6518,2326,75,4032,-1,-1,-1,1,,10,SkillEnchantment,40,40,0,0,0,0,0,0,"[25, 0]","[100, 0]",-1,0,[],-1,[],[],,[],[],-1,0,0,-1,[],3004,[],[],[],False,0,0,-1,234
7649,EnchantmentOrbOfStormsDamage1,28801,2327,66,4114,-1,-1,-1,1,,10,SkillEnchantment,25,25,0,0,0,0,0,0,"[25, 0]","[100, 0]",-1,0,[],-1,[],[],,[],[],-1,0,0,-1,[],-1,[],[],[],False,0,0,-1,234
7650,EnchantmentOrbOfStormsDamage2,49994,2327,75,4114,-1,-1,-1,1,,10,SkillEnchantment,40,40,0,0,0,0,0,0,"[25, 0]","[100, 0]",-1,0,[],-1,[],[],,[],[],-1,0,0,-1,[],-1,[],[],[],False,0,0,-1,234
7651,EnchantmentPowerSiphonDamage1,45021,2328,66,4058,-1,-1,-1,1,,10,SkillEnchantment,25,25,0,0,0,0,0,0,"[25, 0]","[100, 0]",-1,0,[],-1,[],[],,[],[],-1,0,0,-1,[],-1,[],[],[],False,0,0,-1,234
7652,EnchantmentPowerSiphonDamage2,58933,2328,75,4058,-1,-1,-1,1,,10,SkillEnchantment,40,40,0,0,0,0,0,0,"[25, 0]","[100, 0]",-1,0,[],-1,[],[],,[],[],-1,0,0,-1,[],-1,[],[],[],False,0,0,-1,234
7653,EnchantmentPunctureDamage1,6415,2329,66,4047,-1,-1,-1,1,,10,SkillEnchantment,25,25,0,0,0,0,0,0,"[25, 0]","[100, 0]",-1,0,[],-1,[],[],,[],[],-1,0,0,-1,[],3004,[],[],[],False,0,0,-1,234
7654,EnchantmentPunctureDamage2,62252,2329,75,4047,-1,-1,-1,1,,10,SkillEnchantment,40,40,0,0,0,0,0,0,"[25, 0]","[100, 0]",-1,0,[],-1,[],[],,[],[],-1,0,0,-1,[],3004,[],[],[],False,0,0,-1,234
7655,EnchantmentRainOfArrowsDamage1,47620,2330,66,4040,-1,-1,-1,1,,10,SkillEnchantment,25,25,0,0,0,0,0,0,"[25, 0]","[100, 0]",-1,0,[],-1,[],[],,[],[],-1,0,0,-1,[],-1,[],[],[],False,0,0,-1,234
7656,EnchantmentRainOfArrowsDamage2,36899,2330,75,4040,-1,-1,-1,1,,10,SkillEnchantment,40,40,0,0,0,0,0,0,"[25, 0]","[100, 0]",-1,0,[],-1,[],[],,[],[],-1,0,0,-1,[],-1,[],[],[],False,0,0,-1,234
7657,EnchantmentRaiseSpectreDamage1,16569,2331,66,3590,-1,-1,-1,1,,10,SkillEnchantment,25,25,0,0,0,0,0,0,"[25, 0]","[100, 0]",-1,0,[],-1,[],[],,[],[],-1,0,0,-1,[],3006,[],[],[],False,0,0,-1,234
7658,EnchantmentRaiseSpectreDamage2,43137,2331,75,3590,-1,-1,-1,1,,10,SkillEnchantment,40,40,0,0,0,0,0,0,"[25, 0]","[100, 0]",-1,0,[],-1,[],[],,[],[],-1,0,0,-1,[],3006,[],[],[],False,0,0,-1,234
7659,EnchantmentRaiseZombieDamage1,39595,2332,66,4033,-1,-1,-1,1,,10,SkillEnchantment,25,25,0,0,0,0,0,0,"[25, 0]","[100, 0]",-1,0,[],-1,[],[],,[],[],-1,0,0,-1,[],3006,[],[],[],False,0,0,-1,234
7660,EnchantmentRaiseZombieDamage2,38598,2332,75,4033,-1,-1,-1,1,,10,SkillEnchantment,40,40,0,0,0,0,0,0,"[25, 0]","[100, 0]",-1,0,[],-1,[],[],,[],[],-1,0,0,-1,[],3006,[],[],[],False,0,0,-1,234
7661,EnchantmentRallyingCryBuffEffect1,6197,2333,66,4545,-1,-1,-1,1,,10,SkillEnchantment,50,50,0,0,0,0,0,0,"[25, 0]","[100, 0]",-1,0,[],-1,[],[],,[],[],-1,0,0,-1,[],-1,[],[],[],False,0,0,-1,234
7662,EnchantmentRallyingCryBuffEffect2,31275,2333,75,4545,-1,-1,-1,1,,10,SkillEnchantment,75,75,0,0,0,0,0,0,"[25, 0]","[100, 0]",-1,0,[],-1,[],[],,[],[],-1,0,0,-1,[],-1,[],[],[],False,0,0,-1,234
7663,EnchantmentReaveDamage1,29605,2334,66,4034,-1,-1,-1,1,,10,SkillEnchantment,25,25,0,0,0,0,0,0,"[25, 0]","[100, 0]",-1,0,[],-1,[],[],,[],[],-1,0,0,-1,[],3004,[],[],[],False,0,0,-1,234
7664,EnchantmentReaveDamage2,55411,2334,75,4034,-1,-1,-1,1,,10,SkillEnchantment,40,40,0,0,0,0,0,0,"[25, 0]","[100, 0]",-1,0,[],-1,[],[],,[],[],-1,0,0,-1,[],3004,[],[],[],False,0,0,-1,234
7665,EnchantmentReckoningDamage1,11228,2335,66,4088,-1,-1,-1,1,,10,SkillEnchantment,25,25,0,0,0,0,0,0,"[25, 0]","[100, 0]",-1,0,[],-1,[],[],,[],[],-1,0,0,-1,[],3004,[],[],[],False,0,0,-1,234
7666,EnchantmentReckoningDamage2,44940,2335,75,4088,-1,-1,-1,1,,10,SkillEnchantment,40,40,0,0,0,0,0,0,"[25, 0]","[100, 0]",-1,0,[],-1,[],[],,[],[],-1,0,0,-1,[],3004,[],[],[],False,0,0,-1,234
7667,EnchantmentRighteousFireDamage1,57152,2336,66,4064,-1,-1,-1,1,,10,SkillEnchantment,25,25,0,0,0,0,0,0,"[25, 0]","[100, 0]",-1,0,[],-1,[],[],,[],[],-1,0,0,-1,[],-1,[],[],[],False,0,0,-1,234
